,text,tag,paragraph,article,num_words,num_sentences
5097,"ERP therapy works to get you acquainted and comfortable with the unknown, since it’s the fear of the unknown and the need for certainty driving the obsessions and compulsions.",p,Examples of race OCD exposures,/blog/what-is-race-ocd-overview-symptoms-treatment-options,29,2
5098,"Let’s say you’re constantly concerned you’ve committed a microaggression, a question or comment that appears innocent but is actually motivated by racial bias. Each time an intrusive thought comes in about this, the fear of potentially being racist is so high you call a friend to share the interaction and ask if you were acting racist. ",p,Examples of race OCD exposures,/blog/what-is-race-ocd-overview-symptoms-treatment-options,56,3
5099,"In ERP therapy, the goal is to prevent yourself from acting on your compulsions. Instead of asking your friend for reassurance, a therapist may have you think to yourself, “Maybe I am racist. Maybe I’m not. It’s impossible to know for sure.” This teaches your brain a new thought pattern and begins to get you comfortable with the uncertainty fueling your obsessions and compulsions. In order to avoid overexposure and overwhelm, you’ll work with a therapist to come up with a hierarchy of anxieties and related exposures and gradually work your way through them. ",p,Examples of race OCD exposures,/blog/what-is-race-ocd-overview-symptoms-treatment-options,94,7
5100,"For example, if at first the idea of not being able to ask a friend for reassurance feels impossible, you might work with your therapist to wait five minutes before making the call. Eventually, you’d be able to wait 10 minutes, and then work your way up to an hour. With practice, you’ll find the intense need to engage in your compulsion will wane. You will get to a point where the anxiety subsides, and you no longer need to call a friend for reassurance at all.",,Examples of race OCD exposures,/blog/what-is-race-ocd-overview-symptoms-treatment-options,87,5
5101,How to get help for race OCD,h2,How to get help for race OCD,/blog/what-is-race-ocd-overview-symptoms-treatment-options,7,1
5102,"Race OCD can be challenging to diagnose because many intrusive thoughts, concerns and behaviors may come across as hyper-conscientiousness. A therapist who isn’t informed about this OCD subtype may simply tell someone they have nothing to worry about without knowing they are actually fulfilling the person’s need for reassurance. However, a mental health professional who specializes in OCD will be able to make an accurate diagnosis.",p,How to get help for race OCD,/blog/what-is-race-ocd-overview-symptoms-treatment-options,66,4
5103,"If you’re interested in learning about race OCD and how it’s treated with ERP, you can schedule a free call with the NOCD clinical team to find out how this type of treatment can help you. All of our therapists specialize in OCD and receive ERP-specific training and ongoing guidance from our clinical leadership team. Many of them have dealt with OCD themselves and understand how crucial ERP therapy is. NOCD offers live face-to-face video therapy sessions with OCD therapists, in addition to ongoing support on the NOCD telehealth app, so that you’re fully supported during the course of your treatment.",p,How to get help for race OCD,/blog/what-is-race-ocd-overview-symptoms-treatment-options,101,5
5104,Learn more about race OCD ,h2,Learn more about race OCD ,/blog/what-is-race-ocd-overview-symptoms-treatment-options,5,1
5105,Why can’t I stop focusing on my breathing?,h1,title,/blog/why-cant-i-stop-focusing-on-my-breathing,8,1
5106,“Why am I breathing so much?” ,p,,/blog/why-cant-i-stop-focusing-on-my-breathing,6,1
5107,“Do I always breathe like this?”,p,,/blog/why-cant-i-stop-focusing-on-my-breathing,6,1
5108,“Can anyone else hear my breathing?”,p,,/blog/why-cant-i-stop-focusing-on-my-breathing,6,1
5109,“What if I’m not breathing enough?”,p,,/blog/why-cant-i-stop-focusing-on-my-breathing,6,1
5110,“What if I forget to breathe?”,p,,/blog/why-cant-i-stop-focusing-on-my-breathing,6,1
5111,Have you ever found yourself asking these questions? ,p,,/blog/why-cant-i-stop-focusing-on-my-breathing,8,1
5112,"From time to time, we have all become acutely aware of bodily sensations that are typically running in the “background.” While breathing normally happens autonomously, it can be very easy to tune into your breathing patterns and suddenly become fixated on each and every breath you take. ",p,,/blog/why-cant-i-stop-focusing-on-my-breathing,47,3
5113,"Hyperawareness of bodily functions, such as blinking or breathing, isn’t uncommon among the general population — and it’s especially common when someone is experiencing anxiety or panic. However, if the hyperawareness starts to feel intrusive and long-lasting, or if it leads you to enact certain behaviors to ease your discomfort, you may be experiencing a subtype of OCD referred to as somatic OCD.",p,,/blog/why-cant-i-stop-focusing-on-my-breathing,63,3
5114,What is OCD?,h2,What is OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,3,1
5115,"Obsessive-compulsive disorder (OCD) is a commonly diagnosed mental health disorder. Its key feature is a cycle of intrusive, unwanted thoughts (obsessions) and urgent-feeling behaviors to try to stop the thoughts (compulsions) or prevent feared outcomes from occurring. For someone with OCD, the obsessions can center on or be triggered by a number of things. Typically, these obsessions are broken down into different OCD subtypes. A few of these subtypes include:",p,What is OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,70,5
5116,"No matter the subtype, almost everyone with OCD will feel the need to complete compulsions to deal with the discomfort their obsessions create. Often, someone with OCD feels certain that something bad will happen if they don’t engage in their compulsions.",p,What is OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,41,3
5117,"For example, someone with harm OCD might worry that they will hurt their spouse, even though they have no history of ever being violent. This thought can easily spiral into obsessions, leaving them feeling convinced that they will hurt their partner. To neutralize this, they will enact one of their compulsive behaviors, such as avoiding spending time with their spouse or removing all sharp objects from their home, to ensure they won’t act on any violent impulses.",p,What is OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,77,4
5118,What is somatic OCD?,h2,What is somatic OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,4,1
5119,"To dive further into why you may feel like you can’t stop focusing on your breathing, let’s take a look at somatic OCD. Somatic OCD is a subtype of OCD with obsessions around a hyperawareness of bodily sensations. If you think you may have somatic OCD, you might find yourself unable to stop noticing or thinking about “normal” everyday functions like swallowing, blinking, breathing etc. Since these functions typically occur without thought, it can be extremely overwhelming and frustrating to have obsessive thoughts about them. ",p,What is somatic OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,85,5
5120,"Think back to the questions at the beginning of this article: How many times have you caught yourself asking them or some variation of them? When you begin questioning the normalcy of your breathing or hyperfixating on it happening in general, it can feel impossible that you will ever stop noticing it. However, somatic OCD is a highly treatable disorder, and you can learn to manage your symptoms.",p,What is somatic OCD?,/blog/why-cant-i-stop-focusing-on-my-breathing,68,3
5121,Treating somatic OCD,h2,Treating somatic OCD,/blog/why-cant-i-stop-focusing-on-my-breathing,3,1
5122,"As mentioned above, somatic OCD is very responsive to treatment, and treatment options are widely available. The road to a life free of obsessions begins with a diagnosis and treatment plan from a well-trusted therapist. When seeking a therapist, it’s highly recommended to look for one that specializes in OCD and, better yet, has experience in exposure and response prevention (ERP) therapy.",p,Treating somatic OCD,/blog/why-cant-i-stop-focusing-on-my-breathing,62,4
5123,"ERP therapy is considered the gold standard of treatment for any subtype of OCD, including somatic OCD. If you begin ERP therapy, you can expect to work with your therapist to find out your specific triggers for your obsessive-compulsive cycle. From there, you and your therapist will work to expose you to these triggers to allow you to experience the obsessions about your breathing and face your fears in a safe and controlled environment. The goal of this is to help you develop better responses to your obsessions and feel less urgency to complete your compulsions. ",p,Treating somatic OCD,/blog/why-cant-i-stop-focusing-on-my-breathing,96,5
5124,"When you’re ready to seek treatment, you can begin by scheduling a free call with the NOCD clinical team. NOCD has a nationwide network of therapists who all specialize in OCD treatment and have received ERP-specific training. The NOCD clinical team can match you with a therapist that’s right for you, and you can quickly begin treatment from the comfort of your home through teletherapy appointments. You can also join our Somatic OCD community and get 24/7 access to personalized self-management tools built by people who have been through OCD and successfully recovered.",p,Treating somatic OCD,/blog/why-cant-i-stop-focusing-on-my-breathing,93,5
5125,How You and Your Partner Can Handle Your Child’s OCD,h1,title,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,10,1
5126,"OCD is a mental disorder that impacts a person’s ability to think and behave in ways that would be seen as “normal”. These often look like excessive repetitive thoughts and behaviors that impact ability to function. In children, this can be very confusing and distressing while trying to navigate school and home life. OCD in children is often misdiagnosed as other behavior based diagnoses, such as ADHD. This can be especially disheartening for a child who is affected by OCD and increase the feeling of not being understood. As a parent or caregiver, the support system you can provide is crucial to treatment.",p,,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,103,7
5127,"Many children experience OCD and keep it to themselves, whether out of discomfort, embarrassment or fear. As parents and caregivers of a child with OCD there are things you can do to support your child while also building an appropriate and healthy relationship, both with your child as well as with your partner. By having supports in place, expanding skills and actively participating in treatment with your child, you and your partner can be significant champions in your child’s fight against OCD. ",p,,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,82,4
5128,Develop effective and age appropriate language to encourage communication,h2,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,9,1
5129,"By developing a language and effective communication style with your child, your child will feel encouraged and safe to talk about things that may be uncomfortable or different throughout treatment. Developing a consistent understanding between child and adult can level the playing field and show your child that you are on the same team together. Using some of the following skills can support you and your child:",p,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,67,3
5130,–use of metaphors (my OCD feels like…) ,p,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,7,1
5131,–use of age-appropriate and developmentally appropriate language,p,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,7,1
5132,–use of characterization (my OCD monster likes/dislikes when I…),p,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,9,1
5133,–use of externalization (OCD is something else separate from your child),p,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,11,1
5134,–use of repetition,p,Develop effective and age appropriate language to encourage communication,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,3,1
5135,Develop accommodation reduction plan with therapist,h2,Develop accommodation reduction plan with therapist,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,6,1
5136,"Part of treatment with your OCD therapist will include identifying ways that you as a parent or caregiver accommodate, or change, to survive living with OCD. This can sometimes look like changing chores or routine expectations to avoid a blow up or acting out or melting down. Accommodation reduction plans look at these changes that are done, with the best of intention for your child, and examine how these actually increase OCD. ",p,Develop accommodation reduction plan with therapist,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,72,4
5137,"It also looks at how changing these behaviors as the adult then impacts and improves the symptoms of the child. Part of planning your accommodation reductions will include monitoring and recording your accommodations, their frequencies and their outcomes. Working with your therapist you will process what actions are developmentally appropriate, your motivation for doing them and what happens if you do not do them.",p,Develop accommodation reduction plan with therapist,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,64,4
5138,"As a parent or caregiver it is always the goal to limit the amount of discomfort for those you care for but in the case of OCD treatment it is the goal to minimize these changes to promote discomfort until the child has reached habituation, or becomes regulated. At times this may feel like it does more harm than good, but by challenging these behaviors you will be helping your child take the needed steps to create change. ",p,Develop accommodation reduction plan with therapist,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,78,3
5139,Plan and prepare for extinction bursts/behavioral reactions,h2,Plan and prepare for extinction bursts/behavioral reactions,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,7,1
5140,"When challenged, your child’s OCD will likely fight back. This can look like a few different things. Your child’s intrusive thoughts and behaviors may increase, there may be changes in mood and attitude as well as behavior outbursts. OCD does not like to be challenged and when your child’s OCD is not getting the attention it wants it tends to increase behaviors to encourage you and your child to fall back into old habits. These habits are what fuels the OCD. Extinction bursts are what happens when OCD is starved of the fuel that it has used in the past. When this happens your child may start to act out. In this case, it is important for the adults to stay emotionally regulated, calm, and patient.",p,Plan and prepare for extinction bursts/behavioral reactions,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,126,9
5141,"In order to best support your child it is important to anticipate that these behaviors will happen and develop a plan for how to address these. Communicate with your child regularly that you love them and that they are safe while also reminding yourself that this is true. Prepare a safety or crisis plan, making sure that you provide a space for your child and yourself to feel safe and feel whatever emotions come up. Do not be afraid to disengage from your child if they continue to escalate or if you feel yourself becoming distressed. ",p,Plan and prepare for extinction bursts/behavioral reactions,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,96,5
5142,"Communicate beforehand that sometimes adults need a break too and that it is normal. It is also important to have consequences for behaviors unrelated to the child’s OCD, which is best identified if you are in a calm place mentally and emotionally prior to or long enough after the behavior to be able to discuss it calmly. Most importantly, staying consistent between adults and between outbursts is key to change. No matter how difficult it feels, or how you may feel about your parenting skills, it is important for you to maintain participation in treatment. Remember, your child is learning from you through this process, if you lead by example they are more likely to practice the skills you show. When difficulty increases, talk to the child, your partner and therapist and work together as a team to address and adjust safely.",p,Plan and prepare for extinction bursts/behavioral reactions,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,142,7
5143,Take Care of Yourself,h2,Take Care of Yourself,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,4,1
5144,"It may seem backwards and less parental, but it is okay to prioritize your health. In times of distress children look to their parents and caregivers for guidance and as a model for how to handle negative emotions. OCD not only affects the child’s life, but others in the home too. OCD can impact a parent’s ability to give time to others in the home, often prioritizing the child with OCD and preventing outbursts while taking away from other children or relationships. ",p,Take Care of Yourself,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,82,5
5145,"Yes, your child with OCD needs your support, but your mental health and that of the others in your life is important too. None of this situation is easy, but by identifying the needs of yourself and others outside of your child’s OCD will only strengthen the support system and minimize stress. If you are spread too thin you will not be able to give your child 100%, by taking care of yourself you only increase your ability to support your child as well as maintain healthy relationships with those around you. ",p,Take Care of Yourself,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,92,4
5146,"Activities you find fulfilling, that make you happy and that increase self worth are great examples of things to do for yourself. It can also be helpful to set boundaries and expectations for yourself and others while working with those in the home. Increasing social and family support is also a wonderful resource. There are online resources for educating yourself and others included in the care of your child as well as online groups for parental and caregiver support. Making time to focus on yourself creates a space where your child can learn to do the same.",p,Take Care of Yourself,/blog/how-you-and-your-partner-can-handle-you-childs-ocd,97,6
5147,Is Rumination a Form of OCD?,h1,title,/blog/is-rumination-a-form-of-ocd,6,1
5148," (OCD) is an incredibly common mental health disorder, affecting millions in the United States alone. OCD features a cycle of unwanted, intrusive thoughts known as obsessions and ritualistic behaviors referred to as compulsions.",,,/blog/is-rumination-a-form-of-ocd,33,3
5149,"Often, people are familiar with OCD because of stereotypes portrayed on television or in movies, such as someone constantly checking that doors are locked or being a “clean freak.” In reality, there are many subtypes of OCD, and symptoms can vary widely from individual to individual. ",p,,/blog/is-rumination-a-form-of-ocd,46,3
5150,"Each individual with OCD faces specific triggers that launch their cycle of obsessions and compulsions. While the cycle is present among all manifestations of OCD, an individual can experience obsessions on a wide range of subjects, such as contamination fears, worries of harming someone, uncertainty about their sexual orientation and more.",p,,/blog/is-rumination-a-form-of-ocd,51,3
5151,"Similarly, compulsions can vary from person to person as the behaviors are done in an effort to bring a someone a sense of relief from their obsessions and the accompanying distress. Here are some common compulsions:",p,,/blog/is-rumination-a-form-of-ocd,36,2
5152,What is rumination?,h2,What is rumination?,/blog/is-rumination-a-form-of-ocd,3,1
5153,"Rumination is the process of continuously thinking about the same thoughts and feelings, often to a much more extensive level than warranted. Since rumination centers on thoughts, this may seem like a form of obsession. However, this is not the case.",,What is rumination?,/blog/is-rumination-a-form-of-ocd,41,4
5154,"Obsessions simply occur, hence why they are often referred to as intrusive thoughts. If you have OCD, you have likely experienced the sensation of an obsession seemingly popping in your head out of nowhere. With obsessive thoughts, you don’t feel like you have a choice in thinking about them. ",p,What is rumination?,/blog/is-rumination-a-form-of-ocd,49,4
5155,"On the contrary, rumination is typically viewed as a choice. It’s done to try to figure out where your fears are coming from, what you should believe or what you should do to prevent something bad from happening. To this extent, rumination would then be considered a compulsion.",p,What is rumination?,/blog/is-rumination-a-form-of-ocd,48,4
5156,"Rumination can often feel like a form of obsession, as you may feel like you have no choice in following the train of thought. However, this is because of the negative feelings associated with your obsessions, which often lead you to feel you must engage in a compulsion (like rumination) in order to ease your distress. In short, your obsessive thoughts occur in an instant, and any further mental engagement with them is considered to be compulsive rumination.",p,What is rumination?,/blog/is-rumination-a-form-of-ocd,78,4
5157,How do I stop ruminating?,h2,How do I stop ruminating?,/blog/is-rumination-a-form-of-ocd,5,1
5158,"Since rumination is a compulsive behavior, you can treat it as you would any other compulsion. One of the most effective ways to help people resist engaging in compulsions is a form of cognitive-behavioral therapy called ",,How do I stop ruminating?,/blog/is-rumination-a-form-of-ocd,36,2
5159, (ERP) therapy.,,How do I stop ruminating?,/blog/is-rumination-a-form-of-ocd,2,2
5160,"ERP therapy is known as the gold-standard treatment for all forms of OCD, as it helps people better tolerate the uncertainty caused by obsessions, which subsequently lessens the urge to enact compulsions. In ERP sessions, your therapist will work with you to expose yourself to the things that trigger your OCD cycle and work with you to allow your intrusive thoughts to simply exist — without acting on them. The more you experience your obsessions without engaging in compulsions, the more you’ll learn to endure the uncertainty and uncomfortable feelings. Over time, you’ll feel less and less inclined to ruminate or act on any of your other compulsions.",p,How do I stop ruminating?,/blog/is-rumination-a-form-of-ocd,108,5
5161,"One of the most important things associated with ERP therapy is the response prevention element. If you engage in compulsions following an exposure, it undermines the learning you are trying to acquire (e.g., that nothing bad will really happen or that you can handle your discomfort). In your daily life, when you feel your obsessions begin, it’s crucial to continue resisting your compulsions to refrain from reinforcing the OCD cycle. Specifically, you will want to work on letting your intrusive thoughts pass without beginning a rumination cycle. This will likely feel very difficult — or even impossible — at first, but the more you work on it the easier it will get.",p,How do I stop ruminating?,/blog/is-rumination-a-form-of-ocd,112,8
5162,How can I begin ERP therapy?,h2,How can I begin ERP therapy?,/blog/is-rumination-a-form-of-ocd,6,1
5163,"When seeking a therapist to work alongside you in ERP therapy, it’s important to find someone who has experience in the treatment of OCD and ERP. Luckily, all NOCD therapists specialize in the treatment of OCD and have received specific training in ERP therapy.",p,How can I begin ERP therapy?,/blog/is-rumination-a-form-of-ocd,44,3
5164,"To begin working with a NOCD therapist, you start by scheduling ",,How can I begin ERP therapy?,/blog/is-rumination-a-form-of-ocd,11,1
5165,"with our clinical team. Our team will help match you with the right therapist and, shortly after, you can begin ERP from the comfort of your home through video sessions or phone calls.",,How can I begin ERP therapy?,/blog/is-rumination-a-form-of-ocd,33,3
5166,"While it may feel like you will never be able to stop ruminating on your obsessive thoughts, change is possible. ERP can help you refrain from compulsive responses allowing you to find freedom from the seemingly endless cycle of obsessions and compulsions.",p,How can I begin ERP therapy?,/blog/is-rumination-a-form-of-ocd,42,3
5167,Take Charge of Your Benefits: Get the Insurance-Backed OCD Therapy That You Deserve,h1,title,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,13,1
5168,"The 21st century has been a time of choice. We can choose our school. We can choose our job. We can choose how we use social media. We can choose what we want for breakfast, and we can choose if we want breakfast for dinner. ",p,,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,45,6
5169,"What many don’t realize is that we can also choose our health insurance benefits. During a period called open enrollment, we sign up for the health insurance plans that best suit our needs and our family’s needs. ",p,,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,37,3
5170,"For those of us with OCD or who have loved ones with the condition, one of the most important decisions we might make is to choose a plan that either covers Exposure and Response Prevention (ERP) therapy – the gold-standard behavioral therapy for OCD which NOCD Therapists specialize in – or to decide to go with a plan that offers strong out-of-network benefits. ",p,,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,63,2
5171,"Yet, I hear from people every day whose health insurance does not cover evidence-based, effective, affordable OCD treatment. If you are in this situation, there are three actions that you may be able to take to get the care that you deserve. I’ve learned about these options from the incredibly resilient members of the NOCD community:",p,,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,56,3
5172,Be Your Own Advocate: Speak Directly With Your Employer’s HR Team,h2,Be Your Own Advocate: Speak Directly With Your Employer’s HR Team,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,11,1
5173,"One of the simplest, yet influential steps you can take at work is to go to the head or leaders of your Human Resources (HR) department and tell your story, your child’s story, or your family’s story. By advocating for yourself and those you love, you’re letting the HR team know there are unmet needs for not only you, but also others like you in the community. If your employer’s health plan doesn’t offer coverage for ERP therapy today, ask them how they might be able to help you mitigate the issue or whether there are out-of-network assistance programs. ",p,Be Your Own Advocate: Speak Directly With Your Employer’s HR Team,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,99,4
5174,"The reason this can help you and others with OCD is that you are educating your HR department on how serious OCD care is, and your personal story will help them better relate to the magnitude. Having your voice heard by your HR representative and the office of the Chief Human Resource Officer (CHRO) or equivalent is how you can support raising the awareness for OCD. This increases the chance that your employer will consider making changes in health insurance benefits to include the right care for OCD.",p,Be Your Own Advocate: Speak Directly With Your Employer’s HR Team,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,88,4
5175,"Health insurance companies make a large percentage of their earnings by working directly with employers. Sometimes these employers are large and called “self-funded employers” or “Administrative-Services Only” (ASO) employers. Other times they are smaller and called “fully-insured employees.” Given the employer is the client, large health insurance companies often listen directly to their client’s needs – and by educating your employer, this should include your needs.",p,Be Your Own Advocate: Speak Directly With Your Employer’s HR Team,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,66,5
5176,Using Alternative Payment Options: Submitting Superbills or Single Case Agreements (SCA) ,h2,Using Alternative Payment Options: Submitting Superbills or Single Case Agreements (SCA) ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,11,1
5177,"Depending on your plan, you might be eligible for out-of-network benefits. Services that are out-of-network might be eligible for some coverage if you submit a superbill to your insurer. A superbill is similar to a receipt for your therapy sessions – it’s an itemized form used by healthcare providers that details services provided to a patient. Superbills are used to create a healthcare claim, which will be submitted to payers for reimbursement.",p,Using Alternative Payment Options: Submitting Superbills or Single Case Agreements (SCA) ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,72,5
5178,"Another option that can be helpful in paying for therapy is submitting paperwork for a Single Case Agreement, or SCA. An SCA is an agreement between your insurance company and a provider you are out of network with that allows you to be treated as in-network for a specified amount of time. This is handled on a case-by-case basis.",p,Using Alternative Payment Options: Submitting Superbills or Single Case Agreements (SCA) ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,59,4
5179,Evaluate Health Plan Options: Year over Year Health Coverage Is Not Always The Same and Different Plans Offer Different Coverage,h2,Evaluate Health Plan Options: Year over Year Health Coverage Is Not Always The Same and Different Plans Offer Different Coverage,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,20,1
5180,"If neither of the options above work for you, you could look into whether your employer offers multiple insurance plans for your consideration; for example, your employer may offer both Optum and Blue Cross Blue Shield plans. It is important to consider all of your health plan options during enrollment, as plan costs and in-network providers change year-over-year. ",p,Evaluate Health Plan Options: Year over Year Health Coverage Is Not Always The Same and Different Plans Offer Different Coverage,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,58,3
5181,"To compare plan costs, there are usually cost comparison tools available for your use at the time of enrollment. In addition to considering the plan costs, also use the provider directory to make sure the providers you want are listed as in-network. Finding a balance between costs and availability of the providers you want to use is critical in having the insurance coverage that is best for your needs.",p,Evaluate Health Plan Options: Year over Year Health Coverage Is Not Always The Same and Different Plans Offer Different Coverage,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,69,4
5182,"For those without employer-sponsored health insurance, enrolling in a plan on the open market might be an option to consider. Often employers that are not offering coverage can have services that help their employees with navigating the state-based insurance exchange.",p,Evaluate Health Plan Options: Year over Year Health Coverage Is Not Always The Same and Different Plans Offer Different Coverage,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,40,3
5183,Need Help? Reach out to NOCD ,h2,Need Help? Reach out to NOCD ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,6,1
5184,"As a team of people with OCD and those who treat it, we want this crisis to end. It will only happen if our community of people with OCD becomes more informed, since OCD is manageable for many, but effective therapy isn’t readily accessible for everyone. We are working to change that. Our community can be the loudest 5% in the room, making positive change for the rest of the 95% and ensuring that all behavioral health networks consist of high-quality treatment options. If you have more questions, please don’t hesitate to contact us at info@nocdhelp.com. ",p,Need Help? Reach out to NOCD ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,96,7
5185,"Additionally, if you’d like to access ERP therapy services through our network of licensed therapists that specialize in OCD and related conditions (including BFRBs, Hoarding, Tic Disorder, Anxiety, Depression, etc), don’t hesitate to book a free 15-minute call with our team or to check out our therapist directory. ",p,Need Help? Reach out to NOCD ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,48,2
5186,"We provide affordable options for treatment and accept many insurance plans, including UnitedHealthcare, Cigna, Humana, many Blue Cross Blue Shield plans, and more. If your plan is out-of-network, we may be able to help you submit an SCA to your insurer (contact us at info@nocdhelp.com for eligibility and details). If you can’t get coverage, we will help you draft a letter to your Head of HR, if that’s something that interests you. ",p,Need Help? Reach out to NOCD ,/blog/take-charge-of-your-benefits-get-the-insurance-backed-ocd-therapy-that-you-deserve,72,5
5187,"What Is Responsibility OCD, Symptoms, and How To Treat It?",h1,title,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,10,1
5188,What Is Responsibility OCD?,h2,What Is Responsibility OCD?,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,4,1
5189,"Responsibility OCD is a subtype of obsessive-compulsive disorder. It’s characterized by ongoing intrusive thoughts, images or urges, and compulsive physical and/or mental behaviors around a person’s sense of responsibility for other people and animals around them. ",p,What Is Responsibility OCD?,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,36,3
5190,"People with this subtype of OCD experience frequent, intrusive, unwanted thoughts that they could be responsible for something awful happening because they did not perform specific actions or because of something they did or didn’t do in the past. Though it’s called responsibility OCD, it’s caused by thoughts about having been irresponsible in some way. ",p,What Is Responsibility OCD?,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,55,3
5191,Responsibility OCD Symptoms ,h2,Responsibility OCD Symptoms ,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,3,1
5192,"People with responsibility OCD focus exclusively on the impact their actions or thoughts could have on others.” For example, they may be excessively worried about the possibility of running someone over. They might feel it is their job to be 100% responsible for making sure their loved ones are always safe. They may be overly concerned with saying something or doing something that could hurt someone physically or emotionally. They might even feel an excessive amount of responsibility for protecting our planet. The responsibility and feared outcomes are unique to each person with OCD because OCD always goes after what each person values the most.",p,Responsibility OCD Symptoms ,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,105,7
5193,"These intrusive thoughts can take over a person’s ability to think about anything else and lead to intense fears about the severity of their condition. In an attempt to stop these intrusive thoughts, people with responsibility OCD engage in compulsions. These compulsions are aimed at making them go away and aimed at achieving an unrealistic perfect sense of responsibility.",p,Responsibility OCD Symptoms ,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,59,4
5194,"People with responsibility OCD experience high levels of guilt, too. Their guilt could lead them to go out of their way to help others and prevent these imagined scenarios from becoming a reality. As a result, their actions are driven by a sense of guilt and fear of doing something wrong because they fear they are secretly a bad person and that others could be greatly harmed because they failed to prevent such a thing. ",p,Responsibility OCD Symptoms ,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,75,4
5195,Examples of Responsibility OCD Obsessions,h2,Examples of Responsibility OCD Obsessions,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,5,1
5196,"People with responsibility OCD experience obsessive thoughts, images, and urges focused around their sense of responsibility for others. Here are some examples of responsibility OCD obsessive thoughts:",p,Examples of Responsibility OCD Obsessions,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,27,2
5197,Examples of Responsibility OCD Compulsions,h2,Examples of Responsibility OCD Compulsions,/blog/responsibility-ocd-what-is-it-and-what-can-you-do-about-it,5,1
